Date,Facility,Air_Carrier,Air_Taxi,General_Aviation,Military,Total operation
08/02/2012,CLT,979,539,77,7,"1,602"
08/02/2012,DEN,"1,340",583,17,0,"1,940"
08/02/2012,DFW,"1,287",631,7,0,"1,925"
08/02/2012,DTW,730,561,17,0,"1,308"
08/02/2012,EWR,854,412,41,0,"1,307"
08/02/2012,IAH,847,665,38,2,"1,552"
08/02/2012,JFK,"1,084",148,36,0,"1,268"
08/02/2012,LAS,"1,056",438,91,2,"1,587"
08/02/2012,LAX,"1,524",268,66,11,"1,869"
08/02/2012,LGA,928,247,15,1,"1,191"
08/02/2012,MCO,830,36,36,3,905
08/02/2012,MIA,892,147,39,1,"1,079"
08/02/2012,MSP,899,421,36,11,"1,367"
08/02/2012,ORD,"1,534","1,151",12,0,"2,697"
08/02/2012,PHL,723,577,52,2,"1,354"
08/02/2012,PHX,"1,033",223,65,14,"1,335"
08/02/2012,SEA,943,47,11,0,"1,001"
08/02/2012,SFO,978,277,44,12,"1,311"
Sub-Total for 08/02/2012,,"21,493","8,287",765,69,"30,614"
08/03/2012,ATL,"2,179",566,25,0,"2,770"
08/03/2012,BOS,803,321,39,1,"1,164"
08/03/2012,CLT,972,525,67,3,"1,567"
08/03/2012,DEN,"1,344",593,13,0,"1,950"
08/03/2012,DFW,"1,270",617,11,0,"1,898"
08/03/2012,DTW,735,586,31,0,"1,352"
08/03/2012,EWR,861,415,44,0,"1,320"
08/03/2012,IAH,849,674,25,0,"1,548"
08/03/2012,JFK,"1,069",162,44,2,"1,277"
08/03/2012,LAS,"1,043",385,103,7,"1,538"
08/03/2012,LAX,"1,507",264,56,15,"1,842"
08/03/2012,LGA,900,256,15,0,"1,171"
08/03/2012,MCO,818,25,53,3,899
08/03/2012,MIA,906,134,41,1,"1,082"
08/03/2012,MSP,870,421,32,12,"1,335"
08/03/2012,ORD,"1,528","1,160",25,0,"2,713"
08/03/2012,PHL,703,577,40,4,"1,324"
08/03/2012,PHX,"1,027",191,67,6,"1,291"
08/03/2012,SEA,938,47,24,1,"1,010"
08/03/2012,SFO,"1,007",270,32,9,"1,318"
Sub-Total for 08/03/2012,,"21,329","8,189",787,64,"30,369"
08/04/2012,ATL,"1,978",481,13,0,"2,472"
08/04/2012,BOS,641,235,31,5,912
08/04/2012,CLT,915,511,28,0,"1,454"
08/04/2012,DEN,"1,149",467,9,0,"1,625"
08/04/2012,DFW,"1,145",567,7,0,"1,719"
08/04/2012,DTW,587,452,10,0,"1,049"
08/04/2012,EWR,704,327,17,0,"1,048"
08/04/2012,IAH,763,549,15,0,"1,327"
08/04/2012,JFK,"1,051",157,16,0,"1,224"
08/04/2012,LAS,838,398,81,9,"1,326"
08/04/2012,LAX,"1,385",224,17,0,"1,626"
08/04/2012,LGA,584,133,8,0,725
08/04/2012,MCO,866,17,36,0,919
08/04/2012,MIA,883,110,28,3,"1,024"
08/04/2012,MSP,785,330,19,4,"1,138"
08/04/2012,ORD,"1,321",887,26,0,"2,234"
08/04/2012,PHL,628,446,15,0,"1,089"
08/04/2012,PHX,931,170,25,3,"1,129"
08/04/2012,SEA,843,48,16,0,907
08/04/2012,SFO,866,230,33,9,"1,138"
Sub-Total for 08/04/2012,,"18,863","6,739",450,33,"26,085"
08/05/2012,ATL,"2,107",568,4,0,"2,679"
08/05/2012,BOS,694,238,39,1,972
08/05/2012,CLT,933,509,42,0,"1,484"
08/05/2012,DEN,"1,254",534,16,0,"1,804"
08/05/2012,DFW,"1,217",591,7,0,"1,815"
08/05/2012,DTW,652,512,16,0,"1,180"
08/05/2012,EWR,638,259,29,0,926
08/05/2012,IAH,830,608,17,0,"1,455"
08/05/2012,JFK,968,111,33,1,"1,113"
08/05/2012,LAS,989,402,92,2,"1,485"
08/05/2012,LAX,"1,443",270,39,2,"1,754"
08/05/2012,LGA,649,153,13,0,815
08/05/2012,MCO,821,25,41,0,887
08/05/2012,MIA,858,103,26,0,987
08/05/2012,MSP,834,355,18,5,"1,212"
08/05/2012,ORD,"1,424","1,092",30,0,"2,546"
08/05/2012,PHL,640,449,29,1,"1,119"
08/05/2012,PHX,979,165,34,2,"1,180"
08/05/2012,SEA,896,39,20,2,957
08/05/2012,SFO,930,242,27,4,"1,203"
Sub-Total for 08/05/2012,,"19,756","7,225",572,20,"27,573"
08/06/2012,ATL,"2,190",570,23,0,"2,783"
08/06/2012,BOS,826,293,42,2,"1,163"
08/06/2012,CLT,963,526,83,1,"1,573"
08/06/2012,DEN,"1,321",565,12,0,"1,898"
08/06/2012,DFW,"1,271",618,15,5,"1,909"
08/06/2012,DTW,720,593,19,1,"1,333"
08/06/2012,EWR,882,406,37,2,"1,327"
08/06/2012,IAH,828,660,41,3,"1,532"
08/06/2012,JFK,"1,110",145,27,4,"1,286"
08/06/2012,LAS,"1,021",422,89,4,"1,536"
08/06/2012,LAX,"1,506",272,40,4,"1,822"
08/06/2012,LGA,921,262,17,1,"1,201"
08/06/2012,MCO,814,28,42,2,886
08/06/2012,MIA,872,122,39,2,"1,035"
08/06/2012,MSP,876,397,32,7,"1,312"
08/06/2012,ORD,"1,538","1,149",36,0,"2,723"
08/06/2012,PHL,684,581,52,0,"1,317"
08/06/2012,PHX,980,182,36,4,"1,202"
08/06/2012,SEA,932,45,9,0,986
08/06/2012,SFO,"1,020",263,28,8,"1,319"
Sub-Total for 08/06/2012,,"21,275","8,099",719,50,"30,143"
08/07/2012,ATL,"2,171",581,23,0,"2,775"
08/07/2012,BOS,822,299,47,5,"1,173"
08/07/2012,CLT,951,560,78,9,"1,598"
08/07/2012,DEN,"1,327",575,19,0,"1,921"
08/07/2012,DFW,"1,261",626,22,0,"1,909"
08/07/2012,DTW,705,617,26,0,"1,348"
08/07/2012,EWR,883,403,26,2,"1,314"
08/07/2012,IAH,824,663,24,3,"1,514"
08/07/2012,JFK,"1,053",160,38,3,"1,254"
08/07/2012,LAS,944,415,98,2,"1,459"
08/07/2012,LAX,"1,447",264,46,0,"1,757"
08/07/2012,LGA,909,260,24,0,"1,193"
08/07/2012,MCO,840,36,16,2,894
08/07/2012,MIA,874,138,18,3,"1,033"
08/07/2012,MSP,873,411,40,12,"1,336"
08/07/2012,ORD,"1,518","1,124",31,0,"2,673"
08/07/2012,PHL,721,585,72,0,"1,378"
08/07/2012,PHX,962,201,65,12,"1,240"
08/07/2012,SEA,922,47,4,1,974
08/07/2012,SFO,992,261,45,13,"1,311"
Sub-Total for 08/07/2012,,"20,999","8,226",762,67,"30,054"
08/08/2012,ATL,"2,167",589,29,1,"2,786"
08/08/2012,BOS,817,299,68,1,"1,185"
08/08/2012,CLT,957,557,75,9,"1,598"
08/08/2012,DEN,"1,324",595,9,0,"1,928"
08/08/2012,DFW,"1,267",616,10,7,"1,900"
08/08/2012,DTW,708,626,16,0,"1,350"
08/08/2012,EWR,866,404,54,6,"1,330"
08/08/2012,IAH,833,667,42,1,"1,543"
08/08/2012,JFK,"1,051",154,35,0,"1,240"
08/08/2012,LAS,954,471,97,0,"1,522"
08/08/2012,LAX,"1,487",272,36,1,"1,796"
08/08/2012,LGA,901,245,26,0,"1,172"
08/08/2012,MCO,817,34,50,1,902
08/08/2012,MIA,879,137,47,5,"1,068"
08/08/2012,MSP,891,424,49,13,"1,377"
08/08/2012,ORD,"1,526","1,158",42,3,"2,729"
08/08/2012,PHL,712,585,84,2,"1,383"
08/08/2012,PHX,978,206,79,4,"1,267"
08/08/2012,SEA,931,46,24,0,"1,001"
08/08/2012,SFO,989,261,47,8,"1,305"
Sub-Total for 08/08/2012,,"21,055","8,346",919,62,"30,382"
08/09/2012,ATL,"1,983",525,30,0,"2,538"
08/09/2012,BOS,788,321,61,5,"1,175"
08/09/2012,CLT,948,507,96,6,"1,557"
08/09/2012,DEN,"1,315",582,12,0,"1,909"
08/09/2012,DFW,"1,259",631,17,0,"1,907"
08/09/2012,DTW,701,588,17,0,"1,306"
08/09/2012,EWR,773,262,46,0,"1,081"
08/09/2012,IAH,826,651,52,0,"1,529"
08/09/2012,JFK,"1,010",116,34,0,"1,160"
08/09/2012,LAS,"1,054",390,97,0,"1,541"
08/09/2012,LAX,"1,505",259,45,0,"1,809"
08/09/2012,LGA,640,175,31,0,846
08/09/2012,MCO,798,31,33,0,862
08/09/2012,MIA,884,137,56,2,"1,079"
08/09/2012,MSP,865,440,50,7,"1,362"
08/09/2012,ORD,"1,476","1,084",42,0,"2,602"
08/09/2012,PHL,698,487,48,2,"1,235"
08/09/2012,PHX,975,213,63,4,"1,255"
08/09/2012,SEA,925,43,26,0,994
08/09/2012,SFO,963,280,53,7,"1,303"
Sub-Total for 08/09/2012,,"20,386","7,722",909,33,"29,050"
08/10/2012,ATL,"2,240",582,26,5,"2,853"
08/10/2012,BOS,802,237,32,0,"1,071"
08/10/2012,CLT,972,547,77,4,"1,600"
08/10/2012,DEN,"1,325",584,12,1,"1,922"
08/10/2012,DFW,"1,239",618,7,0,"1,864"
08/10/2012,DTW,702,555,17,0,"1,274"
08/10/2012,EWR,779,256,33,0,"1,068"
08/10/2012,IAH,827,658,29,0,"1,514"
08/10/2012,JFK,"1,005",91,32,0,"1,128"
08/10/2012,LAS,"1,033",424,109,12,"1,578"
08/10/2012,LAX,"1,510",271,47,2,"1,830"
08/10/2012,LGA,704,143,18,0,865
08/10/2012,MCO,837,29,36,1,903
08/10/2012,MIA,899,139,36,4,"1,078"
08/10/2012,MSP,887,423,29,10,"1,349"
08/10/2012,ORD,"1,495","1,099",27,5,"2,626"
08/10/2012,PHL,675,459,30,0,"1,164"
08/10/2012,PHX,985,198,44,9,"1,238"
08/10/2012,SEA,950,62,26,0,"1,038"
08/10/2012,SFO,990,277,47,13,"1,327"
Sub-Total for 08/10/2012,,"20,856","7,652",714,66,"29,290"
08/11/2012,ATL,"1,971",480,9,0,"2,460"
08/11/2012,BOS,652,243,27,0,922
08/11/2012,CLT,912,498,20,0,"1,430"
08/11/2012,DEN,"1,152",463,7,3,"1,625"
08/11/2012,DFW,"1,141",552,3,0,"1,696"
08/11/2012,DTW,596,444,10,2,"1,052"
08/11/2012,EWR,738,323,22,0,"1,083"
08/11/2012,IAH,779,563,7,2,"1,351"
08/11/2012,JFK,"1,066",154,16,2,"1,238"
08/11/2012,LAS,840,303,89,16,"1,248"
08/11/2012,LAX,"1,366",213,42,1,"1,622"
08/11/2012,LGA,602,120,24,2,748
08/11/2012,MCO,887,26,31,0,944
08/11/2012,MIA,885,117,26,0,"1,028"
08/11/2012,MSP,780,326,15,4,"1,125"
08/11/2012,ORD,"1,376",972,19,2,"2,369"
08/11/2012,PHL,639,465,22,1,"1,127"
08/11/2012,PHX,884,155,17,4,"1,063"
08/11/2012,SEA,843,48,24,0,915
08/11/2012,SFO,886,212,24,5,"1,127"
Sub-Total for 08/11/2012,,"18,995","6,677",454,44,"26,173"
08/12/2012,ATL,"2,140",555,12,0,"2,707"
08/12/2012,BOS,734,288,47,4,"1,073"
08/12/2012,CLT,936,543,38,0,"1,517"
08/12/2012,DEN,"1,259",523,28,0,"1,810"
08/12/2012,DFW,"1,218",591,6,0,"1,815"
08/12/2012,DTW,662,560,15,0,"1,237"
08/12/2012,EWR,789,362,44,2,"1,197"
08/12/2012,IAH,823,614,16,0,"1,453"
08/12/2012,JFK,"1,057",152,21,0,"1,230"
08/12/2012,LAS,958,446,128,6,"1,538"
08/12/2012,LAX,"1,438",249,38,0,"1,725"
08/12/2012,LGA,791,213,17,3,"1,024"
08/12/2012,MCO,739,28,37,0,804
08/12/2012,MIA,871,115,29,0,"1,015"
08/12/2012,MSP,866,369,13,9,"1,257"
08/12/2012,ORD,"1,496","1,124",44,2,"2,666"
08/12/2012,PHL,640,578,19,0,"1,237"
08/12/2012,PHX,967,159,44,0,"1,170"
08/12/2012,SEA,879,41,17,1,938
08/12/2012,SFO,899,207,29,3,"1,138"
Sub-Total for 08/12/2012,,"20,162","7,717",642,30,"28,551"
08/13/2012,ATL,"2,151",552,22,2,"2,727"
08/13/2012,BOS,799,302,48,7,"1,156"
08/13/2012,CLT,955,539,71,8,"1,573"
08/13/2012,DEN,"1,315",544,12,0,"1,871"
08/13/2012,DFW,"1,249",609,17,2,"1,877"
08/13/2012,DTW,706,610,3,0,"1,319"
08/13/2012,EWR,833,403,23,6,"1,265"
08/13/2012,IAH,819,658,40,2,"1,519"
08/13/2012,JFK,"1,071",151,25,1,"1,248"
08/13/2012,LAS,992,442,113,2,"1,549"
08/13/2012,LAX,"1,470",265,45,2,"1,782"
08/13/2012,LGA,912,241,24,0,"1,177"
08/13/2012,MCO,715,32,49,1,797
08/13/2012,MIA,873,134,37,2,"1,046"
08/13/2012,MSP,883,407,30,16,"1,336"
08/13/2012,ORD,"1,520","1,141",23,6,"2,690"
08/13/2012,PHL,676,568,38,1,"1,283"
08/13/2012,PHX,960,194,43,1,"1,198"
08/13/2012,SEA,917,44,14,0,975
08/13/2012,SFO,"1,035",289,33,12,"1,369"
Sub-Total for 08/13/2012,,"20,851","8,125",710,71,"29,757"
08/14/2012,ATL,"2,066",541,15,2,"2,624"
08/14/2012,BOS,804,304,69,0,"1,177"
08/14/2012,CLT,961,551,74,7,"1,593"
08/14/2012,DEN,"1,292",557,14,0,"1,863"
08/14/2012,DFW,"1,168",588,20,2,"1,778"
08/14/2012,DTW,631,556,36,0,"1,223"
08/14/2012,EWR,812,355,31,0,"1,198"
08/14/2012,IAH,728,556,27,2,"1,313"
08/14/2012,JFK,"1,028",141,21,4,"1,194"
08/14/2012,LAS,917,439,63,3,"1,422"
08/14/2012,LAX,"1,413",276,46,4,"1,739"
08/14/2012,LGA,904,252,23,0,"1,179"
08/14/2012,MCO,741,28,39,1,809
08/14/2012,MIA,864,138,42,2,"1,046"
08/14/2012,MSP,835,361,43,17,"1,256"
08/14/2012,ORD,"1,476","1,152",20,0,"2,648"
08/14/2012,PHL,689,536,48,0,"1,273"
08/14/2012,PHX,934,200,61,7,"1,202"
08/14/2012,SEA,889,54,14,0,957
08/14/2012,SFO,959,287,43,14,"1,303"
Sub-Total for 08/14/2012,,"20,111","7,872",749,65,"28,797"
08/15/2012,ATL,"2,105",516,22,0,"2,643"
08/15/2012,BOS,791,264,64,0,"1,119"
08/15/2012,CLT,962,550,82,12,"1,606"
08/15/2012,DEN,"1,302",575,9,0,"1,886"
08/15/2012,DFW,"1,288",618,29,0,"1,935"
08/15/2012,DTW,661,605,21,0,"1,287"
08/15/2012,EWR,839,340,28,0,"1,207"
08/15/2012,IAH,726,574,34,0,"1,334"
08/15/2012,JFK,"1,011",118,15,1,"1,145"
08/15/2012,LAS,935,461,121,1,"1,518"
08/15/2012,LAX,"1,426",286,51,1,"1,764"
08/15/2012,LGA,832,197,14,0,"1,043"
08/15/2012,MCO,722,36,53,0,811
08/15/2012,MIA,892,145,48,4,"1,089"
08/15/2012,MSP,845,366,44,12,"1,267"
08/15/2012,ORD,"1,509","1,167",21,1,"2,698"
08/15/2012,PHL,724,537,41,1,"1,303"
08/15/2012,PHX,960,226,53,6,"1,245"
08/15/2012,SEA,892,51,16,0,959
08/15/2012,SFO,963,276,49,11,"1,299"
Sub-Total for 08/15/2012,,"20,385","7,908",815,50,"29,158"
08/16/2012,ATL,"2,132",530,27,2,"2,691"
08/16/2012,BOS,828,310,57,1,"1,196"
08/16/2012,CLT,972,560,76,11,"1,619"
08/16/2012,DEN,"1,328",579,27,2,"1,936"
08/16/2012,DFW,"1,259",605,36,0,"1,900"
08/16/2012,DTW,678,604,21,2,"1,305"
08/16/2012,EWR,871,411,34,0,"1,316"
08/16/2012,IAH,795,680,44,3,"1,522"
08/16/2012,JFK,"1,108",149,27,2,"1,286"
08/16/2012,LAS,"1,014",464,111,3,"1,592"
08/16/2012,LAX,"1,493",291,58,2,"1,844"
08/16/2012,LGA,938,249,21,0,"1,208"
08/16/2012,MCO,737,35,41,8,821
08/16/2012,MIA,895,146,25,3,"1,069"
08/16/2012,MSP,874,385,37,9,"1,305"
08/16/2012,ORD,"1,466",993,20,1,"2,480"
08/16/2012,PHL,711,572,40,2,"1,325"
08/16/2012,PHX,981,200,62,5,"1,248"
08/16/2012,SEA,910,60,16,0,986
08/16/2012,SFO,983,261,47,2,"1,293"
Sub-Total for 08/16/2012,,"20,973","8,084",827,58,"29,942"
08/17/2012,ATL,"2,132",522,28,6,"2,688"
08/17/2012,BOS,805,332,38,0,"1,175"
08/17/2012,CLT,948,538,54,4,"1,544"
08/17/2012,DEN,"1,299",575,10,0,"1,884"
08/17/2012,DFW,"1,254",624,15,0,"1,893"
08/17/2012,DTW,673,619,9,0,"1,301"
08/17/2012,EWR,819,388,24,1,"1,232"
08/17/2012,IAH,783,684,27,0,"1,494"
08/17/2012,JFK,"1,054",136,34,0,"1,224"
08/17/2012,LAS,"1,051",428,112,16,"1,607"
08/17/2012,LAX,"1,486",274,32,3,"1,795"
08/17/2012,LGA,846,236,21,0,"1,103"
08/17/2012,MCO,762,23,51,2,838
08/17/2012,MIA,902,141,48,2,"1,093"
08/17/2012,MSP,871,376,40,20,"1,307"
08/17/2012,ORD,"1,536","1,129",30,1,"2,696"
08/17/2012,PHL,696,573,41,0,"1,310"
08/17/2012,PHX,955,199,54,7,"1,215"
08/17/2012,SEA,914,45,14,1,974
08/17/2012,SFO,992,270,36,9,"1,307"
Sub-Total for 08/17/2012,,"20,778","8,112",718,72,"29,680"
08/18/2012,ATL,"1,833",402,9,0,"2,244"
08/18/2012,BOS,631,256,21,1,909
08/18/2012,CLT,904,511,37,2,"1,454"
08/18/2012,DEN,"1,107",416,8,1,"1,532"
08/18/2012,DFW,"1,040",463,8,1,"1,512"
08/18/2012,DTW,561,400,15,0,976
08/18/2012,EWR,716,317,13,0,"1,046"
08/18/2012,IAH,685,522,10,0,"1,217"
08/18/2012,JFK,"1,045",162,25,0,"1,232"
08/18/2012,LAS,773,406,71,2,"1,252"
08/18/2012,LAX,"1,303",233,27,0,"1,563"
08/18/2012,LGA,656,127,11,4,798
08/18/2012,MCO,753,18,34,1,806
08/18/2012,MIA,869,109,34,1,"1,013"
08/18/2012,MSP,688,259,15,3,965
08/18/2012,ORD,"1,286",889,11,0,"2,186"
08/18/2012,PHL,627,464,24,0,"1,115"
08/18/2012,PHX,848,160,22,0,"1,030"
08/18/2012,SEA,829,42,6,0,877
08/18/2012,SFO,865,230,25,10,"1,130"
Sub-Total for 08/18/2012,,"18,019","6,386",426,26,"24,857"
08/19/2012,ATL,"2,053",515,10,0,"2,578"
08/19/2012,BOS,728,296,61,3,"1,088"
08/19/2012,CLT,940,528,30,1,"1,499"
08/19/2012,DEN,"1,237",490,7,2,"1,736"
08/19/2012,DFW,"1,206",570,13,0,"1,789"
08/19/2012,DTW,601,580,5,0,"1,186"
08/19/2012,EWR,764,360,27,2,"1,153"
08/19/2012,IAH,765,613,13,0,"1,391"
08/19/2012,JFK,"1,040",176,15,9,"1,240"
08/19/2012,LAS,987,391,124,6,"1,508"
08/19/2012,LAX,"1,420",282,49,0,"1,751"
08/19/2012,LGA,788,227,14,1,"1,030"
08/19/2012,MCO,720,15,20,0,755
08/19/2012,MIA,861,105,19,0,985
08/19/2012,MSP,809,323,15,11,"1,158"
08/19/2012,ORD,"1,451","1,041",30,3,"2,525"
08/19/2012,PHL,630,569,27,0,"1,226"
08/19/2012,PHX,924,154,24,0,"1,102"
08/19/2012,SEA,860,46,12,0,918
08/19/2012,SFO,944,270,39,2,"1,255"
Sub-Total for 08/19/2012,,"19,728","7,551",554,40,"27,873"
08/20/2012,ATL,"2,116",514,15,0,"2,645"
08/20/2012,BOS,808,283,45,4,"1,140"
08/20/2012,CLT,960,543,73,3,"1,579"
08/20/2012,DEN,"1,292",552,8,0,"1,852"
08/20/2012,DFW,"1,259",614,16,0,"1,889"
08/20/2012,DTW,686,607,29,2,"1,324"
08/20/2012,EWR,823,392,19,2,"1,236"
08/20/2012,IAH,764,673,28,4,"1,469"
08/20/2012,JFK,"1,055",151,25,0,"1,231"
08/20/2012,LAS,995,427,102,1,"1,525"
08/20/2012,LAX,"1,442",265,50,5,"1,762"
08/20/2012,LGA,917,248,29,1,"1,195"
08/20/2012,MCO,733,20,33,0,786
08/20/2012,MIA,873,137,48,1,"1,059"
08/20/2012,MSP,855,366,46,14,"1,281"
08/20/2012,ORD,"1,501","1,109",26,1,"2,637"
08/20/2012,PHL,675,565,42,0,"1,282"
08/20/2012,PHX,942,196,68,2,"1,208"
08/20/2012,SEA,893,52,14,0,959
08/20/2012,SFO,974,248,59,7,"1,288"
Sub-Total for 08/20/2012,,"20,563","7,962",775,47,"29,347"
08/21/2012,ATL,"2,078",526,18,0,"2,622"
08/21/2012,BOS,814,280,53,4,"1,151"
08/21/2012,CLT,963,548,88,8,"1,607"
08/21/2012,DEN,"1,293",556,13,0,"1,862"
08/21/2012,DFW,"1,236",617,17,0,"1,870"
08/21/2012,DTW,631,549,25,0,"1,205"
08/21/2012,EWR,838,406,43,4,"1,291"
08/21/2012,IAH,701,560,40,1,"1,302"
08/21/2012,JFK,"1,015",153,26,3,"1,197"
08/21/2012,LAS,954,317,93,6,"1,370"
08/21/2012,LAX,"1,394",259,50,1,"1,704"
08/21/2012,LGA,899,250,23,3,"1,175"
08/21/2012,MCO,732,20,40,0,792
08/21/2012,MIA,783,106,30,1,920
08/21/2012,MSP,833,369,44,16,"1,262"
08/21/2012,ORD,"1,489","1,109",16,0,"2,614"
08/21/2012,PHL,723,564,54,2,"1,343"
08/21/2012,PHX,938,206,64,7,"1,215"
08/21/2012,SEA,877,50,7,0,934
08/21/2012,SFO,937,265,44,11,"1,257"
Sub-Total for 08/21/2012,,"20,128","7,710",788,67,"28,693"
08/22/2012,ATL,"2,091",525,29,1,"2,646"
08/22/2012,BOS,799,262,51,1,"1,113"
08/22/2012,CLT,961,558,76,7,"1,602"
08/22/2012,DEN,"1,303",562,12,0,"1,877"
08/22/2012,DFW,"1,277",614,16,0,"1,907"
08/22/2012,DTW,666,592,35,2,"1,295"
08/22/2012,EWR,842,418,24,1,"1,285"
08/22/2012,IAH,731,580,45,2,"1,358"
08/22/2012,JFK,"1,041",170,39,5,"1,255"
08/22/2012,LAS,913,144,89,1,"1,147"
08/22/2012,LAX,"1,389",288,50,1,"1,728"
08/22/2012,LGA,917,242,14,1,"1,174"
08/22/2012,MCO,707,20,35,4,766
08/22/2012,MIA,791,139,39,1,970
08/22/2012,MSP,859,373,37,9,"1,278"
08/22/2012,ORD,"1,502","1,107",20,0,"2,629"
08/22/2012,PHL,717,555,44,0,"1,316"
08/22/2012,PHX,940,218,55,12,"1,225"
08/22/2012,SEA,898,49,13,0,960
08/22/2012,SFO,964,267,35,11,"1,277"
Sub-Total for 08/22/2012,,"20,308","7,683",758,59,"28,808"
08/23/2012,ATL,"2,132",529,35,0,"2,696"
08/23/2012,BOS,821,319,56,4,"1,200"
08/23/2012,CLT,953,558,90,12,"1,613"
08/23/2012,DEN,"1,309",582,23,0,"1,914"
08/23/2012,DFW,"1,295",619,15,1,"1,930"
08/23/2012,DTW,694,598,21,1,"1,314"
08/23/2012,EWR,861,413,40,1,"1,315"
08/23/2012,IAH,788,661,30,1,"1,480"
08/23/2012,JFK,"1,057",152,42,3,"1,254"
08/23/2012,LAS,"1,036",461,137,2,"1,636"
08/23/2012,LAX,"1,475",297,54,3,"1,829"
08/23/2012,LGA,926,246,33,0,"1,205"
08/23/2012,MCO,726,23,40,1,790
08/23/2012,MIA,827,144,47,0,"1,018"
08/23/2012,MSP,892,380,50,18,"1,340"
08/23/2012,ORD,"1,523","1,116",18,0,"2,657"
08/23/2012,PHL,719,576,39,0,"1,334"
08/23/2012,PHX,968,201,56,6,"1,231"
08/23/2012,SEA,908,50,10,0,968
08/23/2012,SFO,976,256,55,15,"1,302"
Sub-Total for 08/23/2012,,"20,886","8,181",891,68,"30,026"
08/24/2012,ATL,"2,133",542,28,0,"2,703"
08/24/2012,BOS,810,331,41,1,"1,183"
08/24/2012,CLT,953,565,69,5,"1,592"
08/24/2012,DEN,"1,300",567,7,2,"1,876"
08/24/2012,DFW,"1,276",610,6,0,"1,892"
08/24/2012,DTW,687,604,22,2,"1,315"
08/24/2012,EWR,975,479,33,1,"1,488"
08/24/2012,IAH,786,669,28,0,"1,483"
08/24/2012,JFK,"1,229",189,42,0,"1,460"
08/24/2012,LAS,"1,029",477,133,7,"1,646"
08/24/2012,LAX,"1,477",279,41,3,"1,800"
08/24/2012,LGA,"1,027",282,26,0,"1,335"
08/24/2012,MCO,701,27,44,1,773
08/24/2012,MIA,834,137,32,2,"1,005"
08/24/2012,MSP,892,372,44,11,"1,319"
08/24/2012,ORD,"1,519","1,106",19,0,"2,644"
08/24/2012,PHL,715,564,35,0,"1,314"
08/24/2012,PHX,950,211,58,9,"1,228"
08/24/2012,SEA,910,51,19,0,980
08/24/2012,SFO,980,284,34,11,"1,309"
Sub-Total for 08/24/2012,,"21,183","8,346",761,55,"30,345"
08/25/2012,ATL,"1,838",407,20,0,"2,265"
08/25/2012,BOS,620,242,39,2,903
08/25/2012,CLT,855,497,33,2,"1,387"
08/25/2012,DEN,"1,061",382,9,0,"1,452"
08/25/2012,DFW,994,460,7,0,"1,461"
08/25/2012,DTW,561,408,10,2,981
08/25/2012,EWR,706,312,21,2,"1,041"
08/25/2012,IAH,679,541,21,0,"1,241"
08/25/2012,JFK,"1,017",167,27,0,"1,211"
08/25/2012,LAS,782,418,87,7,"1,294"
08/25/2012,LAX,"1,270",221,30,5,"1,526"
08/25/2012,LGA,616,113,15,0,744
08/25/2012,MCO,705,20,26,0,751
08/25/2012,MIA,805,107,34,0,946
08/25/2012,MSP,691,269,12,10,982
08/25/2012,ORD,"1,233",822,11,0,"2,066"
08/25/2012,PHL,617,426,23,2,"1,068"
08/25/2012,PHX,817,157,29,4,"1,007"
08/25/2012,SEA,796,45,19,0,860
08/25/2012,SFO,843,235,33,11,"1,122"
Sub-Total for 08/25/2012,,"17,506","6,249",506,47,"24,308"
08/26/2012,ATL,"2,017",515,11,0,"2,543"
08/26/2012,BOS,700,295,40,1,"1,036"
08/26/2012,CLT,851,498,52,6,"1,407"
08/26/2012,DEN,"1,221",510,16,0,"1,747"
08/26/2012,DFW,"1,201",562,13,0,"1,776"
08/26/2012,DTW,614,539,6,1,"1,160"
08/26/2012,EWR,757,357,23,1,"1,138"
08/26/2012,IAH,742,614,18,0,"1,374"
08/26/2012,JFK,"1,001",155,36,0,"1,192"
08/26/2012,LAS,963,402,125,8,"1,498"
08/26/2012,LAX,"1,369",281,31,0,"1,681"
08/26/2012,LGA,768,212,30,1,"1,011"
08/26/2012,MCO,666,18,25,0,709
08/26/2012,MIA,283,37,1,0,321
08/26/2012,MSP,814,315,22,12,"1,163"
08/26/2012,ORD,"1,413",998,6,0,"2,417"
08/26/2012,PHL,611,528,34,0,"1,173"
08/26/2012,PHX,897,165,54,2,"1,118"
08/26/2012,SEA,840,44,20,0,904
08/26/2012,SFO,925,250,50,10,"1,235"
Sub-Total for 08/26/2012,,"18,653","7,295",613,42,"26,603"
08/27/2012,ATL,"2,108",524,26,1,"2,659"
08/27/2012,BOS,798,292,41,1,"1,132"
08/27/2012,CLT,840,485,60,6,"1,391"
08/27/2012,DEN,"1,282",552,10,2,"1,846"
08/27/2012,DFW,"1,255",599,16,1,"1,871"
08/27/2012,DTW,667,604,23,0,"1,294"
08/27/2012,EWR,796,366,31,0,"1,193"
08/27/2012,IAH,767,653,43,0,"1,463"
08/27/2012,JFK,"1,017",136,30,0,"1,183"
08/27/2012,LAS,981,383,87,1,"1,452"
08/27/2012,LAX,"1,420",279,38,1,"1,738"
08/27/2012,LGA,859,213,22,1,"1,095"
08/27/2012,MCO,722,21,11,2,756
08/27/2012,MIA,719,97,28,1,845
08/27/2012,MSP,868,351,50,18,"1,287"
